,Unnamed: 0,type,status,status-spec,order,saturation,sat-granularity,filename,filetype,regroup-strategy,regroup-time,bandwidth,profile,span,average-wavefront,RMS-wavefront,state-vector-length,groups,group-checks,next-state-calls,reachability-time,statespace-states,statespace-nodes,group-next,group-explored-nodes,group-explored-vectors,time,memory,peak-nodes,LDDop-union,LDDop-minus,LDDop-relProd,LDDop-satCount,LDDop-satCountL,LDDop-zip,LDDop-relProdUnion,LDDop-projectMinus,Unnamed: 36
2922,3087,performance,done,,chain,none,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,2222.0,2222.0,434.37,15914114086.0,26361.0,61261.0,58984.0,14522386.0,434.41,3915300.0,,,,,,,,,,
2923,3088,performance,done,,chain,sat-loop,5,FMS-5,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,263.0,263.0,0.07,2895018.0,432.0,600.0,525.0,543.0,0.07,215120.0,,,,,,,,,,
2924,3089,performance,done,,chain,sat-like,5,dnawalk-06,pnml,"tg,bs,hf",0.07,507.0,120374.0,128204.0,25.4974,26.7977,34.0,250.0,10133.0,10133.0,8.91,435340831.0,5758.0,1205.0,1880.0,1806.0,9.0,2919352.0,,,,,,,,,,
2925,3090,performance,done,,bfs-prev,sat-like,5,fourdiningphilosophers-boxed-alt,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,26.0,26.0,0.0,7.0,38.0,72.0,76.0,40.0,0.0,76.0,,,,,,,,,,
2926,3091,performance,done,,chain-prev,sat-like,5,peterson_4_3,pnml,"tg,bs,hf",0.0,7.0,124.0,168.0,4.29,4.44,5.0,4.0,8.0,8.0,0.0,3.0,11.0,28.0,26.0,12.0,0.0,76.0,,,,,,,,,,
2927,3092,performance,done,,chain-prev,none,5,tcp10,pnml,"tg,bs,hf",0.0,141.0,5922.0,7145.0,15.753,16.623,30.0,32.0,544.0,544.0,232.13,13761971603.0,363004.0,12902.0,11198.0,99572.0,232.26,3778072.0,,,,,,,,,,
2928,3093,performance,done,,chain,none,5,RAS-R-15,pnml,"tg,bs,hf",0.01,22.0,3307.0,4116.0,7.2025,7.2855,60.0,32.0,512.0,512.0,0.12,278528.0,201.0,332.0,388.0,236.0,0.14,452956.0,,,,,,,,,,
2929,3094,performance,done,,chain-prev,sat-loop,5,Kanban-5,pnml,"tg,bs,hf",0.0,34.0,746.0,941.0,5.653,5.908,16.0,16.0,239.0,239.0,0.16,2546432.0,266.0,636.0,540.0,4116.0,0.16,668680.0,,,,,,,,,,
2930,3095,performance,done,,chain,none,5,SwimmingPool-4,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,588.0,588.0,130.69,164385221.0,718489.0,22577.0,17550.0,254887.0,130.88,2944760.0,,,,,,,,,,
2931,3096,performance,done,,bfs-prev,sat-like,5,simple_lbs-5,pnml,"tg,bs,hf",0.19,1220.0,567999.0,614512.0,80.70936999999998,84.9976,59.0,180.0,17519.0,17519.0,3.69,116176.0,6617.0,1556.0,3859.0,4437.0,3.9,2871332.0,,,,,,,,,,
2932,3097,performance,done,,bfs,none,5,RAS-C-3,pnml,"tg,bs,hf",0.0,35.0,1373.0,1592.0,8.333,8.719,18.0,12.0,156.0,156.0,0.02,92.0,55.0,108.0,132.0,98.0,0.02,76.0,,,,,,,,,,
2933,3098,performance,done,,bfs-prev,sat-loop,5,TokenRing-5-unfolded,pnml,"tg,bs,hf",0.05,508.0,97868.0,112214.0,49.9045,52.0558,36.0,156.0,4726.0,4726.0,0.22,166.0,456.0,490.0,1202.0,833.0,0.29,708276.0,,,,,,,,,,
2934,3099,performance,done,,bfs-prev,sat-like,5,HouseConstruction-005,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,402.0,402.0,0.32,1187984.0,3176.0,988.0,811.0,1463.0,0.33,1203324.0,,,,,,,,,,
2935,3100,performance,done,,chain,sat-like,5,fivediningphilosophers-boxed,pnml,"tg,bs,hf",0.0,70.0,2399.0,3075.0,11.1,11.463,25.0,25.0,79.0,79.0,0.02,243.0,135.0,176.0,221.0,140.0,0.02,76.0,,,,,,,,,,
2936,3101,performance,done,,bfs,sat-loop,5,cs_repetitions-3-unfolded,pnml,"tg,bs,hf",0.02,365.0,36009.0,41484.0,27.1296,28.8285,58.0,81.0,2059.0,2059.0,7.66,134074721.0,7134.0,1173.0,1411.0,1206.0,7.69,2903340.0,,,,,,,,,,
2937,3102,performance,done,,bfs,sat-like,5,peterson_4_3,pnml,"tg,bs,hf",0.0,7.0,124.0,168.0,4.29,4.44,5.0,4.0,8.0,8.0,0.0,3.0,11.0,28.0,26.0,12.0,0.0,76.0,,,,,,,,,,
2938,3103,performance,done,,chain,sat-like,5,SafeBus-03-unfolded,pnml,"tg,bs,hf",0.04,498.0,82222.0,95173.0,41.0609,42.8797,57.0,91.0,3659.0,3659.0,1.4,4650.0,5421.0,894.0,1707.0,1592.0,1.44,2451080.0,,,,,,,,,,
2939,3104,performance,done,,chain,none,5,IOTP_c3m3p3d3,pnml,"tg,bs,hf",0.01,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,1755.0,1755.0,2.84,354176.0,5828.0,1549.0,1416.0,754.0,2.86,2800124.0,,,,,,,,,,
2940,3105,performance,done,,chain,sat-like,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,1435.0,1435.0,100.83,15914114086.0,26361.0,61261.0,58984.0,14522386.0,100.86,3919624.0,,,,,,,,,,
2941,3106,performance,done,,bfs,none,5,dnawalk-12,pnml,"tg,bs,hf",0.08,926.0,234744.0,252018.0,37.9303,39.7088,33.0,312.0,8112.0,8112.0,53.1,1885372776.0,17473.0,1434.0,2305.0,2172.0,53.19,3211568.0,,,,,,,,,,
2942,3107,performance,done,,chain-prev,sat-like,5,G-PPP-1-100,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,12892.0,12892.0,5.2,145476966.0,3398.0,3717.0,2597.0,26836.0,5.22,2941284.0,,,,,,,,,,
2943,3108,performance,done,,chain,sat-like,5,MAPK-40,pnml,"tg,bs,hf",0.0,35.0,1928.0,2576.0,8.3873,8.6753,22.0,30.0,2062.0,2062.0,16.91,478293389221095.0,24492.0,25465.0,20770.0,128280.0,16.94,2969428.0,,,,,,,,,,
2944,3109,performance,done,,bfs-prev,sat-loop,5,FMS-100,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,6272.0,6272.0,150.98,2.70305727248432e+21,264627.0,86575.0,84885.0,765863.0,151.09,3921716.0,,,,,,,,,,
2945,3110,performance,done,,bfs-prev,sat-like,5,desel_esparza_7_3,pnml,"tg,bs,hf",0.0,25.0,477.0,583.0,7.0539999999999985,7.343,9.0,6.0,32.0,32.0,0.0,6.0,32.0,50.0,62.0,30.0,0.01,76.0,,,,,,,,,,
2946,3111,performance,done,,chain-prev,sat-loop,5,fourdiningphilosophers-boxed,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,22.0,22.0,0.0,7.0,38.0,72.0,76.0,40.0,0.01,76.0,,,,,,,,,,
2947,3112,performance,done,,chain-prev,sat-like,5,desel_esparza_10_3a,pnml,"tg,bs,hf",0.0,22.0,558.0,716.0,7.532999999999999,7.996,9.0,9.0,52.0,52.0,0.01,14.0,26.0,63.0,69.0,41.0,0.01,76.0,,,,,,,,,,
2948,3113,performance,done,,chain,sat-like,5,desel_esparza_9_4,pnml,"tg,bs,hf",0.0,12.0,150.0,181.0,5.0,5.24,3.0,5.0,10.0,10.0,0.0,3.0,7.0,25.0,25.0,15.0,0.0,76.0,,,,,,,,,,
2949,3114,performance,done,,chain-prev,sat-loop,5,G-PPP-1-1,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,502.0,502.0,0.18,10380.0,1209.0,733.0,870.0,844.0,0.19,678248.0,,,,,,,,,,
2950,3115,performance,done,,chain-prev,sat-loop,5,IBM703,pnml,"tg,bs,hf",0.11,288.0,19691.0,22410.0,9.722719,10.40822,262.0,284.0,5891.0,5891.0,1.73,8370.0,1172.0,1428.0,1432.0,860.0,1.89,2781608.0,,,,,,,,,,
2951,3116,performance,done,,chain,none,5,cs_repetitions-2-unfolded,pnml,"tg,bs,hf",0.0,76.0,3536.0,4492.0,13.986,14.72,23.0,28.0,224.0,224.0,0.17,7424.0,739.0,288.0,344.0,260.0,0.18,559304.0,,,,,,,,,,
2952,3117,performance,done,,bfs-prev,sat-like,5,IOTP_c3m3p3d3,pnml,"tg,bs,hf",0.02,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,2152.0,2152.0,2.01,354176.0,5828.0,1549.0,1416.0,754.0,2.06,2839260.0,,,,,,,,,,
2953,3118,performance,done,,chain,none,5,dekker-10,pnml,"tg,bs,hf",0.08,762.0,176152.0,194690.0,37.9704,39.3455,50.0,120.0,480.0,480.0,1.12,6144.0,4710.0,1400.0,1454.0,15960.0,1.2,2358488.0,,,,,,,,,,
2954,3120,performance,done,,chain,none,5,G-PPP-1-10,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,2090.0,2090.0,0.65,1655346.0,2858.0,1557.0,1517.0,2356.0,0.66,1789384.0,,,,,,,,,,
2955,3121,performance,done,,chain-prev,sat-loop,5,Philosophers-10,pnml,"tg,bs,hf",0.0,43.0,5119.0,6902.0,12.281,12.545,50.0,50.0,142.0,142.0,0.04,59049.0,295.0,370.0,441.0,280.0,0.06,103408.0,,,,,,,,,,
2956,3122,performance,done,,chain-prev,none,5,rwmutex-r10w50,pnml,"tg,bs,hf",0.27,1291.0,981596.0,1076681.0,136.5099,150.8793,130.0,120.0,240.0,240.0,0.52,1074.0,2520.0,2640.0,3472.0,102560.0,0.81,1290624.0,,,,,,,,,,
2957,3123,performance,done,,chain-prev,none,5,HouseConstruction-010,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,342.0,342.0,3.02,1663565805.0,30151.0,3258.0,2596.0,10208.0,3.04,2898072.0,,,,,,,,,,
2958,3124,performance,done,,chain,sat-like,5,angiogenesis-15,pnml,"tg,bs,hf",0.0,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,4589.0,4589.0,810.58,1115538966669110.0,554628.0,19497.0,16332.0,62421.0,810.79,3830732.0,,,,,,,,,,
2959,3126,performance,done,,bfs-prev,sat-like,5,dnawalk-12,pnml,"tg,bs,hf",0.07,926.0,234744.0,252018.0,37.9303,39.7088,33.0,312.0,52279.0,52279.0,41.4,1885372776.0,17473.0,1434.0,2305.0,2172.0,41.5,3249204.0,,,,,,,,,,
2960,3127,performance,done,,bfs,none,5,Kanban-10,pnml,"tg,bs,hf",0.0,34.0,746.0,941.0,5.653,5.908,16.0,16.0,2256.0,2256.0,6.03,1005927208.0,891.0,1806.0,1540.0,67716.0,6.04,2911520.0,,,,,,,,,,
2961,3128,performance,done,,bfs,none,5,rwmutex-r10w20,pnml,"tg,bs,hf",0.04,635.0,190086.0,209131.0,67.4746,73.9121,70.0,60.0,660.0,660.0,0.29,1044.0,983.0,1140.0,1486.0,41060.0,0.34,941660.0,,,,,,,,,,
2962,3129,performance,done,,chain,sat-like,5,HouseConstruction-005,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,247.0,247.0,0.32,1187984.0,3176.0,988.0,811.0,1463.0,0.33,1026968.0,,,,,,,,,,
2963,3130,performance,done,,bfs-prev,none,5,HouseConstruction-002,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,666.0,666.0,0.12,1501.0,349.0,266.0,248.0,208.0,0.12,564352.0,,,,,,,,,,
2964,3131,performance,done,,chain-prev,sat-like,5,circadian_clock-000010,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,362.0,362.0,0.12,644204.0,118.0,840.0,464.0,1914.0,0.12,440068.0,,,,,,,,,,
2965,3132,performance,done,,chain,sat-loop,5,dnawalk-05,pnml,"tg,bs,hf",0.04,450.0,129945.0,138027.0,30.2313,31.7096,34.0,250.0,6694.0,6694.0,10.95,435340831.0,5654.0,1205.0,1879.0,1806.0,11.02,2926464.0,,,,,,,,,,
2966,3133,performance,done,,bfs,sat-loop,5,closed_system1,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,14922.0,14922.0,3.96,25632.0,3614.0,1320.0,1827.0,955.0,4.13,2659948.0,,,,,,,,,,
2967,3134,performance,done,,chain-prev,sat-loop,5,FMS-2,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,151.0,151.0,0.03,3444.0,123.0,225.0,203.0,140.0,0.03,112768.0,,,,,,,,,,
2968,3135,performance,done,,chain,none,5,RAS-C-3,pnml,"tg,bs,hf",0.0,35.0,1373.0,1592.0,8.333,8.719,18.0,12.0,48.0,48.0,0.01,92.0,55.0,108.0,132.0,98.0,0.02,76.0,,,,,,,,,,
2969,3136,performance,done,,chain-prev,sat-like,5,desel_esparza_8_2,pnml,"tg,bs,hf",0.0,22.0,559.0,733.0,7.881,8.19,10.0,6.0,24.0,24.0,0.0,7.0,32.0,58.0,84.0,38.0,0.01,76.0,,,,,,,,,,
2970,3137,performance,done,,bfs-prev,none,5,dekker-15,pnml,"tg,bs,hf",0.34,1682.0,858894.0,918960.0,58.32816,60.35399,75.0,255.0,4335.0,4335.0,109.22,278528.0,152516.0,3075.0,3227.0,738630.0,109.63,3204744.0,,,,,,,,,,
2971,3138,performance,done,,bfs,none,5,desel_esparza_8_3,pnml,"tg,bs,hf",0.0,34.0,989.0,1281.0,9.75,10.48,14.0,8.0,80.0,80.0,0.01,21.0,60.0,84.0,125.0,64.0,0.01,76.0,,,,,,,,,,
2972,3139,performance,done,,chain,sat-like,5,dnawalk-05,pnml,"tg,bs,hf",0.04,450.0,129945.0,138027.0,30.2313,31.7096,34.0,250.0,9318.0,9318.0,7.42,435340831.0,5654.0,1205.0,1879.0,1806.0,7.46,2914612.0,,,,,,,,,,
2973,3140,performance,done,,chain-prev,sat-loop,5,circadian_clock-000010,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,363.0,363.0,0.13,644204.0,118.0,840.0,464.0,1914.0,0.13,434176.0,,,,,,,,,,
2974,3141,performance,done,,bfs-prev,sat-loop,5,5-10_phaseVariation,pnml,"tg,bs,hf",1.78,4074.0,6672932.0,6955371.0,126.14268,135.29548,77.0,677.0,11019.0,11019.0,131.7,476385615597.0,31741.0,28067.0,41683.0,135869.0,133.61,3539452.0,,,,,,,,,,
2975,3142,performance,done,,bfs-prev,sat-loop,5,closed_system4,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,13276.0,13276.0,15.51,2409739.0,21109.0,1648.0,1950.0,1053.0,15.7,2921192.0,,,,,,,,,,
2976,3143,performance,done,,bfs-prev,sat-like,5,TokenRing-5-unfolded,pnml,"tg,bs,hf",0.05,508.0,97868.0,112214.0,49.9045,52.0558,36.0,156.0,4024.0,4024.0,0.21,166.0,456.0,490.0,1202.0,833.0,0.28,604276.0,,,,,,,,,,
2977,3144,performance,done,,bfs-prev,sat-loop,5,RAS-C-3,pnml,"tg,bs,hf",0.0,35.0,1373.0,1592.0,8.333,8.719,18.0,12.0,88.0,88.0,0.02,92.0,55.0,108.0,132.0,98.0,0.02,76.0,,,,,,,,,,
2978,3145,performance,done,,bfs-prev,sat-like,5,closed_system5,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,12721.0,12721.0,5.37,1657242.0,17936.0,1648.0,1950.0,1053.0,5.5,2899584.0,,,,,,,,,,
2979,3146,performance,done,,bfs,none,5,Philosophers-10,pnml,"tg,bs,hf",0.01,43.0,5119.0,6902.0,12.281,12.545,50.0,50.0,550.0,550.0,0.35,59049.0,295.0,370.0,441.0,280.0,0.36,874432.0,,,,,,,,,,
2980,3147,performance,done,,bfs-prev,sat-loop,5,peterson_4_3,pnml,"tg,bs,hf",0.0,7.0,124.0,168.0,4.29,4.44,5.0,4.0,8.0,8.0,0.0,3.0,11.0,28.0,26.0,12.0,0.0,72.0,,,,,,,,,,
2981,3148,performance,done,,chain-prev,sat-loop,5,rwmutex-r10w50,pnml,"tg,bs,hf",0.38,1291.0,981596.0,1076681.0,136.5099,150.8793,130.0,120.0,352.0,352.0,0.49,1074.0,2520.0,2640.0,3472.0,102560.0,0.88,1140156.0,,,,,,,,,,
2982,3149,performance,done,,chain,sat-loop,5,angiogenesis-15,pnml,"tg,bs,hf",0.02,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,3646.0,3646.0,817.23,1115538966669110.0,554628.0,19497.0,16332.0,62421.0,817.45,3922932.0,,,,,,,,,,
2983,3150,performance,done,,chain,sat-loop,5,closed_system3,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,13051.0,13051.0,13.18,1465206.0,17804.0,1648.0,1950.0,1053.0,13.35,2894512.0,,,,,,,,,,
2984,3151,performance,done,,bfs-prev,sat-loop,5,peterson_4_3,pnml,"tg,bs,hf",0.0,7.0,124.0,168.0,4.29,4.44,5.0,4.0,8.0,8.0,0.0,3.0,11.0,28.0,26.0,12.0,0.0,76.0,,,,,,,,,,
2985,3152,performance,done,,bfs-prev,sat-loop,5,dekker-15,pnml,"tg,bs,hf",0.34,1682.0,858894.0,918960.0,58.32816,60.35399,75.0,255.0,1599.0,1599.0,44.36,278528.0,152516.0,3075.0,3227.0,738630.0,44.79,2960568.0,,,,,,,,,,
2986,3153,performance,done,,bfs-prev,none,5,dnawalk-14,pnml,"tg,bs,hf",0.07,942.0,245188.0,261235.0,37.5994,39.2383,33.0,312.0,8112.0,8112.0,72.22,1860879029.0,25388.0,1434.0,2306.0,2172.0,72.31,3370456.0,,,,,,,,,,
2987,3154,performance,done,,bfs-prev,sat-like,5,RAS-R-3,pnml,"tg,bs,hf",0.0,22.0,583.0,720.0,6.3,6.525,12.0,8.0,54.0,54.0,0.0,20.0,33.0,68.0,76.0,44.0,0.0,76.0,,,,,,,,,,
2988,3156,performance,done,,chain-prev,sat-loop,5,IOTP_c3m3p3d3,pnml,"tg,bs,hf",0.01,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,1924.0,1924.0,3.39,354176.0,5828.0,1549.0,1416.0,754.0,3.42,2894592.0,,,,,,,,,,
2989,3157,performance,done,,chain-prev,sat-like,5,fourdiningphilosophers-boxed-alt,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,22.0,22.0,0.01,7.0,38.0,72.0,76.0,40.0,0.01,72.0,,,,,,,,,,
2990,3158,performance,done,,chain-prev,sat-like,5,dnawalk-06,pnml,"tg,bs,hf",0.04,507.0,120374.0,128204.0,25.4974,26.7977,34.0,250.0,10133.0,10133.0,9.53,435340831.0,5758.0,1205.0,1880.0,1806.0,9.59,2946376.0,,,,,,,,,,
2991,3159,performance,done,,bfs-prev,sat-like,5,dnawalk-09,pnml,"tg,bs,hf",0.06,744.0,195145.0,208669.0,37.4456,39.4546,27.0,260.0,15077.0,15077.0,4.88,28209796.0,5542.0,1194.0,1917.0,1800.0,4.94,2914616.0,,,,,,,,,,
2992,3160,performance,done,,chain,sat-loop,5,SwimmingPool-2,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,521.0,521.0,4.79,3408031.0,62174.0,6042.0,4735.0,35247.0,4.82,2889500.0,,,,,,,,,,
2993,3161,performance,done,,chain,sat-loop,5,MAPK-40,pnml,"tg,bs,hf",0.0,35.0,1928.0,2576.0,8.3873,8.6753,22.0,30.0,1999.0,1999.0,44.02,478293389221095.0,24492.0,25465.0,20770.0,128280.0,44.04,3123792.0,,,,,,,,,,
2994,3162,performance,done,,chain,none,5,Philosophers-10,pnml,"tg,bs,hf",0.01,43.0,5119.0,6902.0,12.281,12.545,50.0,50.0,100.0,100.0,0.03,59049.0,295.0,370.0,441.0,280.0,0.05,107500.0,,,,,,,,,,
2995,3163,performance,done,,bfs-prev,none,5,closed_system2,pnml,"tg,bs,hf",0.14,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,75144.0,75144.0,39.37,349874.0,10107.0,1648.0,1950.0,1053.0,39.62,3046408.0,,,,,,,,,,
2996,3164,performance,done,,bfs-prev,none,5,circadian_clock-000010,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,1200.0,1200.0,0.62,644204.0,118.0,840.0,464.0,1914.0,0.62,1555880.0,,,,,,,,,,
2997,3165,performance,done,,chain-prev,none,5,CircularTrain-024,pnml,"tg,bs,hf",0.0,145.0,3308.0,3685.0,9.4821,9.6359,48.0,24.0,240.0,240.0,0.44,86515.0,1003.0,248.0,285.0,232.0,0.45,1130652.0,,,,,,,,,,
2998,3166,performance,done,,bfs-prev,none,5,RAS-R-3,pnml,"tg,bs,hf",0.0,22.0,583.0,720.0,6.3,6.525,12.0,8.0,56.0,56.0,0.0,20.0,33.0,68.0,76.0,44.0,0.01,76.0,,,,,,,,,,
2999,3167,performance,done,,bfs-prev,sat-loop,5,SmallOperatingSystem-MT0032DC0008,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,712.0,712.0,1.37,166515.0,7873.0,3088.0,2591.0,6816.0,1.39,2639596.0,,,,,,,,,,
3001,3169,performance,done,,bfs-prev,sat-loop,5,desel_esparza_10_3b,pnml,"tg,bs,hf",0.0,22.0,592.0,785.0,7.275,7.661,11.0,9.0,52.0,52.0,0.0,10.0,40.0,57.0,79.0,43.0,0.0,76.0,,,,,,,,,,
3002,3170,performance,done,,chain-prev,none,5,RAS-R-15,pnml,"tg,bs,hf",0.01,22.0,3307.0,4116.0,7.2025,7.2855,60.0,32.0,512.0,512.0,0.13,278528.0,201.0,332.0,388.0,236.0,0.15,680016.0,,,,,,,,,,
3003,3171,performance,done,,bfs,sat-loop,5,G-PPP-100-10,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,1700.0,1700.0,22.21,14184612091.0,114221.0,11548.0,12088.0,480654.0,22.26,3045848.0,,,,,,,,,,
3004,3172,performance,done,,bfs,sat-loop,5,closed_system1,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,14922.0,14922.0,3.82,25632.0,3614.0,1320.0,1827.0,955.0,3.99,2659940.0,,,,,,,,,,
3005,3173,performance,done,,chain,none,5,erk-000010,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,242.0,242.0,0.26,47047.0,396.0,1186.0,979.0,4411.0,0.27,550288.0,,,,,,,,,,
3006,3174,performance,done,,chain,sat-loop,5,FMS-100,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,3398.0,3398.0,116.22,2.70305727248432e+21,264627.0,86575.0,84885.0,765863.0,116.32,3231080.0,,,,,,,,,,
3007,3175,performance,done,,bfs,sat-like,5,HouseConstruction-002,pnml,"tg,bs,hf",0.0,32.0,1034.0,1247.0,6.516,6.836,26.0,18.0,204.0,204.0,0.04,1501.0,349.0,266.0,248.0,208.0,0.06,160184.0,,,,,,,,,,
3008,3177,performance,done,,chain,sat-like,5,rwmutex-r10w50,pnml,"tg,bs,hf",0.37,1291.0,981596.0,1076681.0,136.5099,150.8793,130.0,120.0,704.0,704.0,0.65,1074.0,2520.0,2640.0,3472.0,102560.0,1.06,1225308.0,,,,,,,,,,
3010,3179,performance,done,,bfs,sat-loop,5,peterson_4_2b,pnml,"tg,bs,hf",0.0,7.0,98.0,132.0,4.18,4.33,5.0,3.0,15.0,15.0,0.0,4.0,9.0,21.0,17.0,8.0,0.01,76.0,,,,,,,,,,
3011,3180,performance,done,,chain,sat-loop,5,simple_lbs-5,pnml,"tg,bs,hf",0.18,1220.0,567999.0,614512.0,80.70936999999998,84.9976,59.0,180.0,5735.0,5735.0,6.13,116176.0,6617.0,1556.0,3859.0,4437.0,6.33,2825416.0,,,,,,,,,,
3012,3181,performance,done,,bfs,sat-loop,5,trg_1-20-0,pnml,"tg,bs,hf",0.0,41.0,1223.0,1581.0,9.461,9.994,16.0,12.0,894.0,894.0,2.91,109552.0,6608.0,1395.0,1044.0,6276.0,2.92,2833240.0,,,,,,,,,,
3013,3182,performance,done,,chain,sat-like,5,IBM5964,pnml,"tg,bs,hf",0.06,265.0,21268.0,24006.0,11.3213,11.9417,263.0,139.0,608.0,608.0,0.33,15546.0,1024.0,503.0,935.0,441.0,0.43,1230812.0,,,,,,,,,,
3014,3183,performance,done,,chain,sat-like,5,dnawalk-02,pnml,"tg,bs,hf",0.0,231.0,26809.0,28367.0,20.385,22.082,14.0,84.0,1092.0,1092.0,0.17,5459.0,380.0,387.0,619.0,584.0,0.18,492808.0,,,,,,,,,,
3015,3184,performance,done,,chain-prev,none,5,QCertifProtocol_06-unfold,pnml,"tg,bs,hf",0.09,624.0,151011.0,168691.0,40.20096,42.76029000000001,270.0,116.0,812.0,812.0,20.25,2271960.0,359274.0,1893.0,2349.0,11511.0,20.5,2907076.0,,,,,,,,,,
3016,3185,performance,done,,chain-prev,none,5,dnawalk-12,pnml,"tg,bs,hf",0.06,926.0,234744.0,252018.0,37.9303,39.7088,33.0,312.0,3744.0,3744.0,197.68,1885372776.0,17473.0,1434.0,2305.0,2172.0,197.76,3805948.0,,,,,,,,,,
3017,3187,performance,done,,bfs,sat-loop,5,QCertifProtocol_06-unfold,pnml,"tg,bs,hf",0.13,624.0,151011.0,168691.0,40.20096,42.76029000000001,270.0,116.0,1388.0,1388.0,21.69,2271960.0,359274.0,1893.0,2349.0,11511.0,21.98,2911308.0,,,,,,,,,,
3018,3188,performance,done,,chain,none,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.02,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,864.0,864.0,0.97,131128140.0,1540.0,12384.0,11088.0,9504.0,1.01,2235216.0,,,,,,,,,,
3019,3189,performance,done,,bfs,none,5,RAS-R-15,pnml,"tg,bs,hf",0.0,22.0,3307.0,4116.0,7.2025,7.2855,60.0,32.0,3872.0,3872.0,0.74,278528.0,201.0,332.0,388.0,236.0,0.74,2204980.0,,,,,,,,,,
3020,3190,performance,done,,bfs,sat-like,5,fourdiningphilosophers,pnml,"tg,bs,hf",0.0,20.0,540.0,711.0,6.269,6.528,12.0,8.0,26.0,26.0,0.0,7.0,38.0,72.0,74.0,40.0,0.0,4.0,,,,,,,,,,
3022,3192,performance,done,,bfs,none,5,fourdiningphilosophers-boxed,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,24.0,24.0,0.01,7.0,38.0,72.0,76.0,40.0,0.01,76.0,,,,,,,,,,
3023,3193,performance,done,,chain,none,5,dnawalk-08,pnml,"tg,bs,hf",0.05,758.0,205704.0,220717.0,39.204,41.7305,27.0,260.0,2340.0,2340.0,7.43,27950678.0,7650.0,1194.0,1916.0,1800.0,7.5,2907044.0,,,,,,,,,,
